Textbox8,tbToday,Total_Count3
Instrument Table (Website) (Detailed),Report Generated: 4/28/2014,Total Instruments: 723

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

ReferenceDesignator,LArray_PublicID,LSubsite_PublicID,LSubsite_Description,NodeType,SClass_PublicID,AlternateClassName,ClassDescription,MMInstrument_Manufacturer,MMInstrument_PublicID,Data_Product,Relative_Depth,Port_Min_Depth,Port_Max_Depth
GS01SUMO-SB001-04-FDCHPA999,GS,GS01SUMO,Southern Ocean Surface Mooring,SB(Surface Buoy),FDCHP,Direct Covariance Flux,Measures vertical fluxes associated with eddies in the flow over the ocean,WHOI,DCFS,Direct Covariance Flux of Heat; Direct Covariance Flux of Momentum; Platform Direction and Tilt (3 axes); Turbulent Air Temperature; Wind Velocity in 3 Dimensions,~3m above sea surface,-3,-3
GS01SUMO-SB001-05-WAVSSA999,GS,GS01SUMO,Southern Ocean Surface Mooring,SB(Surface Buoy),WAVSS,Surface Wave Spectra,"Non-directional and directional wave characteristics, SurfaceWave Spectra",Axys Technologies,TRIAXYS,Wave Spectral Properties,Sea Surface,0,0
GS02HYPM-MP003-01-ZPLSGA999,GS,GS02HYPM,Southern Ocean Hybrid Profiler,MP(Mid-Water Platform),ZPLSG,Bio-acoustic Sonar (Global),Measures acoustic signal of plankton and zooplankton on global arrays,,,Multi-Frequency Acoustic Backscatter,"Mounted at 150m, uplooking",150,150
GS02HYPM-WF002-01-FLORDL999,GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF(Wire-Following Profiler),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",WET Labs,FLBBRTD,Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,~240m below sea surface to 2400m,240,2400
GS02HYPM-WF002-03-DOSTAL999,GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF(Wire-Following Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4330,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,~240m below sea surface to 2400m,240,2400
GS02HYPM-WF002-04-CTDPFL999,GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF(Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Sea-Bird,SBE 52MP,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,~240m below sea surface to 2400m,240,2400
GS02HYPM-WF002-05-VEL3DL999,GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF(Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Falmouth Scientific,ACM-Plus,Mean Point Water Velocity; Turbulent Point Water Velocity ,~240m below sea surface to 2400m,240,2400
GS02HYPM-WF004-01-FLORDL999,GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF(Wire-Following Profiler),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",WET Labs,FLBBRTD,Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,~240m below sea surface to 2400m,240,2400
GS02HYPM-WF004-03-DOSTAL999,GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF(Wire-Following Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4330,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,~240m below sea surface to 2400m,240,2400
GS02HYPM-WF004-04-CTDPFL999,GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF(Wire-Following Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Sea-Bird,SBE 52MP,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,~240m below sea surface to 2400m,240,2400
GS02HYPM-WF004-05-VEL3DL999,GS,GS02HYPM,Southern Ocean Hybrid Profiler,WF(Wire-Following Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Falmouth Scientific,ACM-Plus,Mean Point Water Velocity; Turbulent Point Water Velocity ,~240m below sea surface to 2400m,240,2400
GS03FLMA-RI001-01-FLORTD999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Triplet-w,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,40m below sea surface,40,40
GS03FLMA-RI001-02-PHSENF999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),PHSEN,Seawater pH,pH,Sunburst,SAMI-pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,40m below sea surface,40,40
GS03FLMA-RI001-03-DOSTAD999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,40m below sea surface,40,40
GS03FLMA-RI001-04-ADCPSL999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,Echo Intensity; Velocity Profile ,"Mounted at 500m, uplooking",500,500
GS03FLMA-RI001-06-CTDMOG999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,30m below sea surface,30,30
GS03FLMA-RI001-07-CTDMOG999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,40m below sea surface,40,40
GS03FLMA-RI001-08-CTDMOG999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,60m below sea surface,60,60
GS03FLMA-RI001-09-CTDMOG999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90m below sea surface,90,90
GS03FLMA-RI001-10-CTDMOG999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,130m below sea surface,130,130
GS03FLMA-RI001-11-CTDMOG999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,180m below sea surface,180,180
GS03FLMA-RI001-12-CTDMOG999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,250m below sea surface,250,250
GS03FLMA-RI001-13-CTDMOG999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,350m below sea surface,350,350
GS03FLMA-RI001-14-CTDMOG999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,500m below sea surface,500,500
GS03FLMA-RI001-15-CTDMOH999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,750m below sea surface,750,750
GS03FLMA-RI001-16-CTDMOH999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,1000m below sea surface,1000,1000
GS03FLMA-RI001-17-CTDMOH999,GS,GS03FLMA,Southern Ocean Mesoscale Flanking Mooring A,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,1500m below sea surface,1500,1500
GS03FLMB-RI001-01-FLORTD999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Triplet-w,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,40m below sea surface,40,40
GS03FLMB-RI001-02-PHSENF999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),PHSEN,Seawater pH,pH,Sunburst,SAMI-pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,40m below sea surface,40,40
GS03FLMB-RI001-03-DOSTAD999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,40m below sea surface,40,40
GS03FLMB-RI001-04-ADCPSL999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),ADCPS,Velocity Profiler (long range),ADCPs capable of measuring 500 m or greater from the instrument,Teledyne RDI,WorkHorse LongRanger Sentinel 75khz,Echo Intensity; Velocity Profile ,"Mounted at 500m, uplooking",500,500
GS03FLMB-RI001-06-CTDMOG999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,30m below sea surface,30,30
GS03FLMB-RI001-07-CTDMOG999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,40m below sea surface,40,40
GS03FLMB-RI001-08-CTDMOG999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,60m below sea surface,60,60
GS03FLMB-RI001-09-CTDMOG999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,90m below sea surface,90,90
GS03FLMB-RI001-10-CTDMOG999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,130m below sea surface,130,130
GS03FLMB-RI001-11-CTDMOG999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,180m below sea surface,180,180
GS03FLMB-RI001-12-CTDMOG999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,250m below sea surface,250,250
GS03FLMB-RI001-13-CTDMOG999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,350m below sea surface,350,350
GS03FLMB-RI001-14-CTDMOG999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,500m below sea surface,500,500
GS03FLMB-RI001-15-CTDMOH999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,750m below sea surface,750,750
GS03FLMB-RI001-16-CTDMOH999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,1000m below sea surface,1000,1000
GS03FLMB-RI001-17-CTDMOH999,GS,GS03FLMB,Southern Ocean Mesoscale Flanking Mooring B,RI(Mooring Riser),CTDMO,CTD Mooring (Inductive),CTDs to be used in surface and subsurface moorings,Sea-Bird,SBE 37IM,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,1500m below sea surface,1500,1500
GS05MOAS-GL001-01-FLORDM999,GS,GS05MOAS,Southern Ocean Mobile Assets,GL(Gliders),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",WET Labs,ECO Puck FLBB-SLC,Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to 1000m,0,1000
GS05MOAS-GL001-02-DOSTAM999,GS,GS05MOAS,Southern Ocean Mobile Assets,GL(Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Sea surface to 1000m,0,1000
GS05MOAS-GL001-04-CTDGVM999,GS,GS05MOAS,Southern Ocean Mobile Assets,GL(Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Sea-Bird,SBE Glider Payload CTD (GP-CTD),Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to 1000m,0,1000
GS05MOAS-GL002-01-FLORDM999,GS,GS05MOAS,Southern Ocean Mobile Assets,GL(Gliders),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",WET Labs,ECO Puck FLBB-SLC,Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to 1000m,0,1000
GS05MOAS-GL002-02-DOSTAM999,GS,GS05MOAS,Southern Ocean Mobile Assets,GL(Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Sea surface to 1000m,0,1000
GS05MOAS-GL002-04-CTDGVM999,GS,GS05MOAS,Southern Ocean Mobile Assets,GL(Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Sea-Bird,SBE Glider Payload CTD (GP-CTD),Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to 1000m,0,1000
GS05MOAS-GL003-01-FLORDM999,GS,GS05MOAS,Southern Ocean Mobile Assets,GL(Gliders),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",WET Labs,ECO Puck FLBB-SLC,Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Sea surface to 1000m,0,1000
GS05MOAS-GL003-02-DOSTAM999,GS,GS05MOAS,Southern Ocean Mobile Assets,GL(Gliders),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Sea surface to 1000m,0,1000
GS05MOAS-GL003-04-CTDGVM999,GS,GS05MOAS,Southern Ocean Mobile Assets,GL(Gliders),CTDGV,CTD Glider,CTDs to be mounted on gliders,Sea-Bird,SBE Glider Payload CTD (GP-CTD),Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Sea surface to 1000m,0,1000
RS01SBVM-DP01A-01-CTDPFL104,RS,RS01SBVM,Slope Base Vertical Mooring,DP(Deep Profiler),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Sea-Bird,SBE 52MP,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Near bottom to 200,200,2906
RS01SBVM-DP01A-02-VEL3DA103,RS,RS01SBVM,Slope Base Vertical Mooring,DP(Deep Profiler),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Falmouth Scientific,ACM-3D-MP,Mean Point Water Velocity; Turbulent Point Water Velocity ,Near bottom to 200,200,2906
RS01SBVM-DP01A-04-FLORTA102,RS,RS01SBVM,Slope Base Vertical Mooring,DP(Deep Profiler),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,"FLNTURTD (chlorophyll and backscatter), and FLCDRTD (CDOM)",Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,Near bottom to 200,200,2906
RS01SBVM-DP01A-05-OPTAAC102,RS,RS01SBVM,Slope Base Vertical Mooring,DP(Deep Profiler),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,WET Labs,AC-S Deep,Optical Absorption Coefficient; Reference Absorption; Signal Absorption; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA ,,,
RS01SBVM-DP01A-06-DOSTAD104,RS,RS01SBVM,Slope Base Vertical Mooring,DP(Deep Profiler),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,,,
RS01SBVM-LJ01A-05-HPIESA101,RS,RS01SBVM,Slope Base Vertical Mooring,LJ(LP Jbox),HPIES,"Horizontal Electric Field, Pressure and Inverted Echo Sounder","Horizontal electric field, pressure, inverted echo sounder for: water column integration of velocity, acoustic travel time, pressure, water column structure",non-commercial,non-commercial HPIES,Horizontal Electric Fields; Water Property Profile Time Series; Vertically Averaged Horizontal Water Velocity (VAHWV) ; Water Column Heat Content; Bottom Pressure; Roundtrip Acoustic Travel Time (RATT) ,,,
RS01SBVM-LJ01A-06-CTDPFB101,RS,RS01SBVM,Slope Base Vertical Mooring,LJ(LP Jbox),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Sea-Bird,SBE 16plusV2,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Bottom,2906,2906
RS01SBVM-LJ01A-06-DOSTAD101,RS,RS01SBVM,Slope Base Vertical Mooring,LJ(LP Jbox),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,Bottom,2906,2906
RS01SBVM-LJ01A-07-OPTAAC103,RS,RS01SBVM,Slope Base Vertical Mooring,LJ(LP Jbox),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,WET Labs,AC-S Deep,Optical Absorption Coefficient; Reference Absorption; Signal Absorption; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA ,Bottom,2906,2906
RS01SBVM-LJ01A-09-HYDBBA102,RS,RS01SBVM,Slope Base Vertical Mooring,LJ(LP Jbox),HYDBB,Broadband Acoustic Receiver (Hydrophone),"Broadband (Passive) Acoustic Receiver in the water column to measure acoustic signal ofmarine mammals, fish, wind, and rain",Ocean Sonics,icListen HF,Broadband Acoustic pressure waves ; Broadband Frequency ,,,
RS01SBVM-LJ01A-10-ADCPTE101,RS,RS01SBVM,Slope Base Vertical Mooring,LJ(LP Jbox),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Teledyne RDI,Workhorse Quartermaster 150kHz,Echo Intensity; Velocity Profile; Wave Spectral Properties ,"Bottom mount, uplooking",2906,2906
RS01SBVM-PC01A-05-ADCPTD102,RS,RS01SBVM,Slope Base Vertical Mooring,PC(Platform Interface Controller),ADCPT,Velocity Profiler (short range),ADCPs capable of measuring 300 m or greater from the instrument,Teledyne RDI,Workhorse Quartermaster 150kHz,Echo Intensity; Velocity Profile; Wave Spectral Properties ,"Mounted at 200, uplooking",200,200
RS01SBVM-PC01A-06-VADCPA101,RS,RS01SBVM,Slope Base Vertical Mooring,PC(Platform Interface Controller),VADCP,"5-Beam, 600 kHz Acoustic Doppler Current Profiler (= 50 m range)","3-D (U,V,W) velocity profile at resolutions that are appropriate to estimate turbulence parameters",Teledyne RDI,Workhorse custom 600 kHz 5 Beam ,Echo Intensity; Turbulent Velocity Profile ,"Mounted at 200, uplooking",200,200
RS01SBVM-PC01A-07-CAMDSC102,RS,RS01SBVM,Slope Base Vertical Mooring,PC(Platform Interface Controller),CAMDS,Digital Still Camera with Strobes,"Ethernet Camera with strobes for digital still imagery of water column biology, vents, diffuse flow, seeps, macrofauna",Kongsberg,Modified OE14-408,Still Image ,,,
RS01SBVM-PC01A-08-HYDBBA103,RS,RS01SBVM,Slope Base Vertical Mooring,PC(Platform Interface Controller),HYDBB,Broadband Acoustic Receiver (Hydrophone),"Broadband (Passive) Acoustic Receiver in the water column to measure acoustic signal ofmarine mammals, fish, wind, and rain",Ocean Sonics,icListen HF,Broadband Acoustic pressure waves ; Broadband Frequency ,200 below sea surface,200,200
RS01SBVM-PC01A-4A-CTDPFA103,RS,RS01SBVM,Slope Base Vertical Mooring,PC(Platform Interface Controller),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Sea-Bird,SBE 16plusV2,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,200 below sea surface,200,200
RS01SBVM-PC01A-4A-DOSTAD103,RS,RS01SBVM,Slope Base Vertical Mooring,PC(Platform Interface Controller),DOSTA,Dissolved Oxygen Stable Response,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings",Aanderaa,Optode 4831,Oxygen Concentration from Stable DO Instrument; Oxygen Concentration from Stable DO Instrument ,200 below sea surface,200,200
RS01SBVM-PC01A-4B-PHSENA102,RS,RS01SBVM,Slope Base Vertical Mooring,PC(Platform Interface Controller),PHSEN,Seawater pH,pH,Sunburst,SAMI-pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,200 below sea surface,200,200
RS01SBVM-PC01A-4C-FLORDD103,RS,RS01SBVM,Slope Base Vertical Mooring,PC(Platform Interface Controller),FLORD,2-Wavelength Fluorometer,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter",WET Labs,ECO Triplet-w,Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,200 below sea surface,200,200
RS01SBVM-SF01A-2A-CTDPFA102,RS,RS01SBVM,Slope Base Vertical Mooring,SF(Shallow Profiler Science Float),CTDPF,CTD Profiler,CTDs to be mounted on a profiler,Sea-Bird,SBE 16plusV2,Conductivity; Density; Practical Salinity; Pressure (Depth); Temperature,Near sea surface to 200,0,200
RS01SBVM-SF01A-2A-DOFSTA102,RS,RS01SBVM,Slope Base Vertical Mooring,SF(Shallow Profiler Science Float),DOFST,Dissolved Oxygen Fast Response,Measures dissolved oxygen concentrations on shallow coastal profilers through rapid oxygen gradients,Sea-Bird,SBE 43,Oxygen Concentration from Fastrep DO Instrument,Near sea surface to 200,0,200
RS01SBVM-SF01A-2D-PHSENA101,RS,RS01SBVM,Slope Base Vertical Mooring,SF(Shallow Profiler Science Float),PHSEN,Seawater pH,pH,Sunburst,SAMI-pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,Near sea surface to 200,0,200
RS01SBVM-SF01A-3A-FLORTD101,RS,RS01SBVM,Slope Base Vertical Mooring,SF(Shallow Profiler Science Float),FLORT,3-Wavelength Fluorometer,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter",WET Labs,ECO Triplet-w,Fluorometric CDOM Concentration; Fluorometric Chlorophyll-a Concentration; Optical Backscatter (Red Wavelengths) ,,,
RS01SBVM-SF01A-3B-OPTAAD101,RS,RS01SBVM,Slope Base Vertical Mooring,SF(Shallow Profiler Science Float),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,WET Labs,AC-S,Optical Absorption Coefficient; Reference Absorption; Signal Absorption; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA ,Near sea surface to 200,0,200
RS01SBVM-SF01A-3C-PARADA101,RS,RS01SBVM,Slope Base Vertical Mooring,SF(Shallow Profiler Science Float),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Satlantic,digital PAR,Photosynthetically Active Radiation (400-700 nm),Near sea surface to 200,0,200
RS01SBVM-SF01A-3D-SPKIRA101,RS,RS01SBVM,Slope Base Vertical Mooring,SF(Shallow Profiler Science Float),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Satlantic,OCR507 ICSW,Downwelling Spectral Irradiance ,Near sea surface to 200,0,200
