Textbox8,tbToday
Port Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Port,Attribute,AttributeValue
CE07SHSP-SP001-06,longitude,124.57
CE07SHSP-SP001-06,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE07SHSP-SP001-06,Relative Depth,Sea surface to 2m above bottom
CE07SHSP-SP001-07,depth_port_max,78
CE07SHSP-SP001-07,depth_port_min,0
CE07SHSP-SP001-07,depth_subsite,87
CE07SHSP-SP001-07,First Deployment Date,2014-10
CE07SHSP-SP001-07,latitude,46.99
CE07SHSP-SP001-07,longitude,124.57
CE07SHSP-SP001-07,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE07SHSP-SP001-07,Relative Depth,Sea surface to 2m above bottom
CE07SHSP-SP001-08,depth_port_max,78
CE07SHSP-SP001-08,depth_port_min,0
CE07SHSP-SP001-08,depth_subsite,87
CE07SHSP-SP001-08,First Deployment Date,2014-10
CE07SHSP-SP001-08,latitude,46.99
CE07SHSP-SP001-08,longitude,124.57
CE07SHSP-SP001-08,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE07SHSP-SP001-08,Relative Depth,Sea surface to 2m above bottom
CE07SHSP-SP001-09,depth_port_max,78
CE07SHSP-SP001-09,depth_port_min,0
CE07SHSP-SP001-09,depth_subsite,87
CE07SHSP-SP001-09,First Deployment Date,2014-10
CE07SHSP-SP001-09,latitude,46.99
CE07SHSP-SP001-09,longitude,124.57
CE07SHSP-SP001-09,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE07SHSP-SP001-09,Relative Depth,Sea surface to 2m above bottom
CE09OSPM-WF001-01,depth_port_max,500
CE09OSPM-WF001-01,depth_port_min,15
CE09OSPM-WF001-01,depth_subsite,542
CE09OSPM-WF001-01,First Deployment Date,2014-04
CE09OSPM-WF001-01,latitude,46.85
CE09OSPM-WF001-01,longitude,124.97
CE09OSPM-WF001-01,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE09OSPM-WF001-01,Relative Depth,Near bottom to 15m below surface
CE09OSPM-WF001-02,depth_port_max,500
CE09OSPM-WF001-02,depth_port_min,15
CE09OSPM-WF001-02,depth_subsite,542
CE09OSPM-WF001-02,First Deployment Date,2014-04
CE09OSPM-WF001-02,latitude,46.85
CE09OSPM-WF001-02,longitude,124.97
CE09OSPM-WF001-02,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE09OSPM-WF001-02,Relative Depth,Near bottom to 15m below surface
CE09OSPM-WF001-03,depth_port_max,500
CE09OSPM-WF001-03,depth_port_min,15
CE09OSPM-WF001-03,depth_subsite,542
CE09OSPM-WF001-03,First Deployment Date,2014-04
CE09OSPM-WF001-03,latitude,46.85
CE09OSPM-WF001-03,longitude,124.97
CE09OSPM-WF001-03,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE09OSPM-WF001-03,Relative Depth,Near bottom to 15m below surface
CE09OSPM-WF001-04,depth_port_max,500
CE09OSPM-WF001-04,depth_port_min,15
CE09OSPM-WF001-04,depth_subsite,542
CE09OSPM-WF001-04,First Deployment Date,2014-04
CE09OSPM-WF001-04,latitude,46.85
CE09OSPM-WF001-04,longitude,124.97
CE09OSPM-WF001-04,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE09OSPM-WF001-04,Relative Depth,Near bottom to 15m below surface
CE09OSPM-WF001-05,depth_port_max,500
CE09OSPM-WF001-05,depth_port_min,15
CE09OSPM-WF001-05,depth_subsite,542
CE09OSPM-WF001-05,First Deployment Date,2014-04
CE09OSPM-WF001-05,latitude,46.85
CE09OSPM-WF001-05,longitude,124.97
CE09OSPM-WF001-05,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE09OSPM-WF001-05,Relative Depth,Near bottom to 15m below surface
CE09OSSM-MF004-01,depth_port_max,498
CE09OSSM-MF004-01,depth_port_min,498
CE09OSSM-MF004-01,depth_subsite,542
CE09OSSM-MF004-01,First Deployment Date,2014-10
CE09OSSM-MF004-01,latitude,46.85
CE09OSSM-MF004-01,longitude,124.97
CE09OSSM-MF004-01,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-MF004-01,Relative Depth,2m above bottom
CE09OSSM-MF004-02,depth_port_max,498
CE09OSSM-MF004-02,depth_port_min,498
CE09OSSM-MF004-02,depth_subsite,542
CE09OSSM-MF004-02,First Deployment Date,2014-10
CE09OSSM-MF004-02,latitude,46.85
CE09OSSM-MF004-02,longitude,124.97
CE09OSSM-MF004-02,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-MF004-02,Relative Depth,2m above bottom
CE09OSSM-MF004-03,depth_port_max,498
CE09OSSM-MF004-03,depth_port_min,498
CE09OSSM-MF004-03,depth_subsite,542
CE09OSSM-MF004-03,First Deployment Date,2014-10
CE09OSSM-MF004-03,latitude,46.85
CE09OSSM-MF004-03,longitude,124.97
CE09OSSM-MF004-03,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-MF004-03,Relative Depth,2m above bottom
CE09OSSM-MF004-04,depth_port_max,500
CE09OSSM-MF004-04,depth_port_min,500
CE09OSSM-MF004-04,depth_subsite,542
CE09OSSM-MF004-04,First Deployment Date,2014-10
CE09OSSM-MF004-04,latitude,46.85
CE09OSSM-MF004-04,longitude,124.97
CE09OSSM-MF004-04,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-MF004-04,Relative Depth,"Bottom mount, uplooking"
CE09OSSM-MF004-05,depth_port_max,
CE09OSSM-MF004-05,depth_port_min,
CE09OSSM-MF004-05,depth_subsite,542
CE09OSSM-MF004-05,First Deployment Date,2014-10
CE09OSSM-MF004-05,latitude,46.85
CE09OSSM-MF004-05,longitude,124.97
CE09OSSM-MF004-05,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-MF004-05,Relative Depth,2m above bottom
CE09OSSM-MF005-00,depth_port_max,
CE09OSSM-MF005-00,depth_port_min,
CE09OSSM-MF005-00,depth_subsite,542
CE09OSSM-MF005-00,First Deployment Date,2014-10
CE09OSSM-MF005-00,latitude,46.85
CE09OSSM-MF005-00,longitude,124.97
CE09OSSM-MF005-00,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-MF005-00,Relative Depth,
CE09OSSM-MF005-01,depth_port_max,498
CE09OSSM-MF005-01,depth_port_min,498
CE09OSSM-MF005-01,depth_subsite,542
CE09OSSM-MF005-01,First Deployment Date,2014-10
CE09OSSM-MF005-01,latitude,46.85
CE09OSSM-MF005-01,longitude,124.97
CE09OSSM-MF005-01,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-MF005-01,Relative Depth,2m above bottom
CE09OSSM-MF005-02,depth_port_max,498
CE09OSSM-MF005-02,depth_port_min,498
CE09OSSM-MF005-02,depth_subsite,542
CE09OSSM-MF005-02,First Deployment Date,2014-10
CE09OSSM-MF005-02,latitude,46.85
CE09OSSM-MF005-02,longitude,124.97
CE09OSSM-MF005-02,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-MF005-02,Relative Depth,2m above bottom
CE09OSSM-MF005-03,depth_port_max,498
CE09OSSM-MF005-03,depth_port_min,498
CE09OSSM-MF005-03,depth_subsite,542
CE09OSSM-MF005-03,First Deployment Date,2014-10
CE09OSSM-MF005-03,latitude,46.85
CE09OSSM-MF005-03,longitude,124.97
CE09OSSM-MF005-03,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-MF005-03,Relative Depth,2m above bottom
CE09OSSM-MF005-04,depth_port_max,498
CE09OSSM-MF005-04,depth_port_min,498
CE09OSSM-MF005-04,depth_subsite,542
CE09OSSM-MF005-04,First Deployment Date,2014-10
CE09OSSM-MF005-04,latitude,46.85
CE09OSSM-MF005-04,longitude,124.97
CE09OSSM-MF005-04,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-MF005-04,Relative Depth,2m above bottom
CE09OSSM-RI002-01,depth_port_max,5
CE09OSSM-RI002-01,depth_port_min,5
CE09OSSM-RI002-01,depth_subsite,542
CE09OSSM-RI002-01,First Deployment Date,2014-10
CE09OSSM-RI002-01,latitude,46.85
CE09OSSM-RI002-01,longitude,124.97
CE09OSSM-RI002-01,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-RI002-01,Relative Depth,5m below sea surface
CE09OSSM-RI002-02,depth_port_max,5
CE09OSSM-RI002-02,depth_port_min,5
CE09OSSM-RI002-02,depth_subsite,542
CE09OSSM-RI002-02,First Deployment Date,2014-10
CE09OSSM-RI002-02,latitude,46.85
CE09OSSM-RI002-02,longitude,124.97
CE09OSSM-RI002-02,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-RI002-02,Relative Depth,5m below sea surface
CE09OSSM-RI002-03,depth_port_max,5
CE09OSSM-RI002-03,depth_port_min,5
CE09OSSM-RI002-03,depth_subsite,542
CE09OSSM-RI002-03,First Deployment Date,2014-10
CE09OSSM-RI002-03,latitude,46.85
CE09OSSM-RI002-03,longitude,124.97
CE09OSSM-RI002-03,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-RI002-03,Relative Depth,5m below sea surface
CE09OSSM-RI002-05,depth_port_max,5
CE09OSSM-RI002-05,depth_port_min,5
CE09OSSM-RI002-05,depth_subsite,542
CE09OSSM-RI002-05,First Deployment Date,2014-10
CE09OSSM-RI002-05,latitude,46.85
CE09OSSM-RI002-05,longitude,124.97
CE09OSSM-RI002-05,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-RI002-05,Relative Depth,5m below sea surface
CE09OSSM-RI003-01,depth_port_max,5
CE09OSSM-RI003-01,depth_port_min,5
CE09OSSM-RI003-01,depth_subsite,542
CE09OSSM-RI003-01,First Deployment Date,2014-10
CE09OSSM-RI003-01,latitude,46.85
CE09OSSM-RI003-01,longitude,124.97
CE09OSSM-RI003-01,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-RI003-01,Relative Depth,"Mounted at 5m, downlooking"
CE09OSSM-RI003-02,depth_port_max,5
CE09OSSM-RI003-02,depth_port_min,5
CE09OSSM-RI003-02,depth_subsite,542
CE09OSSM-RI003-02,First Deployment Date,2014-10
CE09OSSM-RI003-02,latitude,46.85
CE09OSSM-RI003-02,longitude,124.97
CE09OSSM-RI003-02,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-RI003-02,Relative Depth,5m below sea surface
CE09OSSM-RI003-03,depth_port_max,5
CE09OSSM-RI003-03,depth_port_min,5
CE09OSSM-RI003-03,depth_subsite,542
CE09OSSM-RI003-03,First Deployment Date,2014-10
CE09OSSM-RI003-03,latitude,46.85
CE09OSSM-RI003-03,longitude,124.97
CE09OSSM-RI003-03,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-RI003-03,Relative Depth,5m below sea surface
CE09OSSM-RI003-04,depth_port_max,5
CE09OSSM-RI003-04,depth_port_min,5
CE09OSSM-RI003-04,depth_subsite,542
CE09OSSM-RI003-04,First Deployment Date,2014-10
CE09OSSM-RI003-04,latitude,46.85
CE09OSSM-RI003-04,longitude,124.97
CE09OSSM-RI003-04,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-RI003-04,Relative Depth,5m below sea surface
CE09OSSM-RI003-05,depth_port_max,5
CE09OSSM-RI003-05,depth_port_min,5
CE09OSSM-RI003-05,depth_subsite,542
CE09OSSM-RI003-05,First Deployment Date,2014-10
CE09OSSM-RI003-05,latitude,46.85
CE09OSSM-RI003-05,longitude,124.97
CE09OSSM-RI003-05,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-RI003-05,Relative Depth,5m below sea surface
CE09OSSM-SB001-01,depth_port_max,-3
CE09OSSM-SB001-01,depth_port_min,-3
CE09OSSM-SB001-01,depth_subsite,542
CE09OSSM-SB001-01,First Deployment Date,2014-10
CE09OSSM-SB001-01,latitude,46.85
CE09OSSM-SB001-01,longitude,124.97
CE09OSSM-SB001-01,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-SB001-01,Relative Depth,~3m above sea surface
CE09OSSM-SB001-03,depth_port_max,0
CE09OSSM-SB001-03,depth_port_min,0
CE09OSSM-SB001-03,depth_subsite,542
CE09OSSM-SB001-03,First Deployment Date,2014-10
CE09OSSM-SB001-03,latitude,46.85
CE09OSSM-SB001-03,longitude,124.97
CE09OSSM-SB001-03,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-SB001-03,Relative Depth,Sea Surface
CE09OSSM-SB001-05,depth_port_max,1
CE09OSSM-SB001-05,depth_port_min,1
CE09OSSM-SB001-05,depth_subsite,542
CE09OSSM-SB001-05,First Deployment Date,2014-10
CE09OSSM-SB001-05,latitude,46.85
CE09OSSM-SB001-05,longitude,124.97
CE09OSSM-SB001-05,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-SB001-05,Relative Depth,1m below sea surface
CE09OSSM-SB001-06,depth_port_max,0
CE09OSSM-SB001-06,depth_port_min,0
CE09OSSM-SB001-06,depth_subsite,542
CE09OSSM-SB001-06,First Deployment Date,2014-10
CE09OSSM-SB001-06,latitude,46.85
CE09OSSM-SB001-06,longitude,124.97
CE09OSSM-SB001-06,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE09OSSM-SB001-06,Relative Depth,Sea Surface
CP01CNSM-MF004-01,depth_port_max,133
CP01CNSM-MF004-01,depth_port_min,133
CP01CNSM-MF004-01,depth_subsite,133
CP01CNSM-MF004-01,First Deployment Date,2013-11
CP01CNSM-MF004-01,latitude,40.14
CP01CNSM-MF004-01,longitude,70.78
CP01CNSM-MF004-01,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-MF004-01,Relative Depth,"Bottom mount, uplooking"
CP01CNSM-MF004-02,depth_port_max,133
CP01CNSM-MF004-02,depth_port_min,133
CP01CNSM-MF004-02,depth_subsite,133
CP01CNSM-MF004-02,First Deployment Date,2013-11
CP01CNSM-MF004-02,latitude,40.14
CP01CNSM-MF004-02,longitude,70.78
CP01CNSM-MF004-02,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-MF004-02,Relative Depth,2m above bottom
CP01CNSM-MF004-03,depth_port_max,133
CP01CNSM-MF004-03,depth_port_min,133
CP01CNSM-MF004-03,depth_subsite,133
CP01CNSM-MF004-03,First Deployment Date,2013-11
CP01CNSM-MF004-03,latitude,40.14
CP01CNSM-MF004-03,longitude,70.78
CP01CNSM-MF004-03,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-MF004-03,Relative Depth,2m above bottom
CP01CNSM-MF004-04,depth_port_max,133
CP01CNSM-MF004-04,depth_port_min,133
CP01CNSM-MF004-04,depth_subsite,133
CP01CNSM-MF004-04,First Deployment Date,2013-11
CP01CNSM-MF004-04,latitude,40.14
CP01CNSM-MF004-04,longitude,70.78
CP01CNSM-MF004-04,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-MF004-04,Relative Depth,2m above bottom
CP01CNSM-MF004-05,depth_port_max,133
CP01CNSM-MF004-05,depth_port_min,133
CP01CNSM-MF004-05,depth_subsite,133
CP01CNSM-MF004-05,First Deployment Date,2013-11
CP01CNSM-MF004-05,latitude,40.14
CP01CNSM-MF004-05,longitude,70.78
CP01CNSM-MF004-05,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-MF004-05,Relative Depth,2m above bottom
CP01CNSM-MF005-01,depth_port_max,133
CP01CNSM-MF005-01,depth_port_min,133
CP01CNSM-MF005-01,depth_subsite,133
CP01CNSM-MF005-01,First Deployment Date,2013-11
CP01CNSM-MF005-01,latitude,40.14
CP01CNSM-MF005-01,longitude,70.78
CP01CNSM-MF005-01,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-MF005-01,Relative Depth,2m above bottom
CP01CNSM-MF005-02,depth_port_max,133
CP01CNSM-MF005-02,depth_port_min,133
CP01CNSM-MF005-02,depth_subsite,133
CP01CNSM-MF005-02,First Deployment Date,2013-11
CP01CNSM-MF005-02,latitude,40.14
CP01CNSM-MF005-02,longitude,70.78
CP01CNSM-MF005-02,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-MF005-02,Relative Depth,2m above bottom
CP01CNSM-MF005-03,depth_port_max,133
CP01CNSM-MF005-03,depth_port_min,133
CP01CNSM-MF005-03,depth_subsite,133
CP01CNSM-MF005-03,First Deployment Date,2013-11
CP01CNSM-MF005-03,latitude,40.14
CP01CNSM-MF005-03,longitude,70.78
CP01CNSM-MF005-03,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-MF005-03,Relative Depth,"Mounted 2m above bottom, uplooking"
CP01CNSM-MF005-04,depth_port_max,133
CP01CNSM-MF005-04,depth_port_min,133
CP01CNSM-MF005-04,depth_subsite,133
CP01CNSM-MF005-04,First Deployment Date,2013-11
CP01CNSM-MF005-04,latitude,40.14
CP01CNSM-MF005-04,longitude,70.78
CP01CNSM-MF005-04,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-MF005-04,Relative Depth,2m above bottom
CP01CNSM-RI002-02,depth_port_max,5
CP01CNSM-RI002-02,depth_port_min,5
CP01CNSM-RI002-02,depth_subsite,133
CP01CNSM-RI002-02,First Deployment Date,2013-11
CP01CNSM-RI002-02,latitude,40.14
CP01CNSM-RI002-02,longitude,70.78
CP01CNSM-RI002-02,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-RI002-02,Relative Depth,5m below sea surface
CP01CNSM-RI002-03,depth_port_max,5
CP01CNSM-RI002-03,depth_port_min,5
CP01CNSM-RI002-03,depth_subsite,133
CP01CNSM-RI002-03,First Deployment Date,2013-11
CP01CNSM-RI002-03,latitude,40.14
CP01CNSM-RI002-03,longitude,70.78
CP01CNSM-RI002-03,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-RI002-03,Relative Depth,5m below sea surface
CP01CNSM-RI002-04,depth_port_max,5
CP01CNSM-RI002-04,depth_port_min,5
CP01CNSM-RI002-04,depth_subsite,133
CP01CNSM-RI002-04,First Deployment Date,2013-11
CP01CNSM-RI002-04,latitude,40.14
CP01CNSM-RI002-04,longitude,70.78
CP01CNSM-RI002-04,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-RI002-04,Relative Depth,5m below sea surface
CP01CNSM-RI003-01,depth_port_max,5
CP01CNSM-RI003-01,depth_port_min,5
CP01CNSM-RI003-01,depth_subsite,133
CP01CNSM-RI003-01,First Deployment Date,2013-11
CP01CNSM-RI003-01,latitude,40.14
CP01CNSM-RI003-01,longitude,70.78
CP01CNSM-RI003-01,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-RI003-01,Relative Depth,5m below sea surface
CP01CNSM-RI003-02,depth_port_max,5
CP01CNSM-RI003-02,depth_port_min,5
CP01CNSM-RI003-02,depth_subsite,133
CP01CNSM-RI003-02,First Deployment Date,2013-11
CP01CNSM-RI003-02,latitude,40.14
CP01CNSM-RI003-02,longitude,70.78
CP01CNSM-RI003-02,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-RI003-02,Relative Depth,5m below sea surface
CP01CNSM-RI003-03,depth_port_max,5
CP01CNSM-RI003-03,depth_port_min,5
CP01CNSM-RI003-03,depth_subsite,133
CP01CNSM-RI003-03,First Deployment Date,2013-11
CP01CNSM-RI003-03,latitude,40.14
CP01CNSM-RI003-03,longitude,70.78
CP01CNSM-RI003-03,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-RI003-03,Relative Depth,5m below sea surface
CP01CNSM-RI003-04,depth_port_max,5
CP01CNSM-RI003-04,depth_port_min,5
CP01CNSM-RI003-04,depth_subsite,133
CP01CNSM-RI003-04,First Deployment Date,2013-11
CP01CNSM-RI003-04,latitude,40.14
CP01CNSM-RI003-04,longitude,70.78
CP01CNSM-RI003-04,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-RI003-04,Relative Depth,5m below sea surface
CP01CNSM-RI003-05,depth_port_max,5
CP01CNSM-RI003-05,depth_port_min,5
CP01CNSM-RI003-05,depth_subsite,133
CP01CNSM-RI003-05,First Deployment Date,2013-11
CP01CNSM-RI003-05,latitude,40.14
CP01CNSM-RI003-05,longitude,70.78
CP01CNSM-RI003-05,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-RI003-05,Relative Depth,5m below sea surface
CP01CNSM-SB001-01,depth_port_max,-3
CP01CNSM-SB001-01,depth_port_min,-3
CP01CNSM-SB001-01,depth_subsite,133
CP01CNSM-SB001-01,First Deployment Date,2013-11
CP01CNSM-SB001-01,latitude,40.14
CP01CNSM-SB001-01,longitude,70.78
CP01CNSM-SB001-01,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-SB001-01,Relative Depth,~3m above sea surface
CP01CNSM-SB001-02,depth_port_max,-3
CP01CNSM-SB001-02,depth_port_min,-3
CP01CNSM-SB001-02,depth_subsite,133
CP01CNSM-SB001-02,First Deployment Date,2013-11
CP01CNSM-SB001-02,latitude,40.14
CP01CNSM-SB001-02,longitude,70.78
CP01CNSM-SB001-02,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-SB001-02,Relative Depth,~3m above sea surface
CP01CNSM-SB001-03,depth_port_max,0
CP01CNSM-SB001-03,depth_port_min,0
CP01CNSM-SB001-03,depth_subsite,133
CP01CNSM-SB001-03,First Deployment Date,2013-11
CP01CNSM-SB001-03,latitude,40.14
CP01CNSM-SB001-03,longitude,70.78
CP01CNSM-SB001-03,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-SB001-03,Relative Depth,Sea Surface
CP01CNSM-SB001-04,depth_port_max,0
CP01CNSM-SB001-04,depth_port_min,0
CP01CNSM-SB001-04,depth_subsite,133
CP01CNSM-SB001-04,First Deployment Date,2013-11
CP01CNSM-SB001-04,latitude,40.14
CP01CNSM-SB001-04,longitude,70.78
CP01CNSM-SB001-04,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-SB001-04,Relative Depth,Sea Surface
CP01CNSM-SB001-05,depth_port_max,-3
CP01CNSM-SB001-05,depth_port_min,-3
CP01CNSM-SB001-05,depth_subsite,133
CP01CNSM-SB001-05,First Deployment Date,2013-11
CP01CNSM-SB001-05,latitude,40.14
CP01CNSM-SB001-05,longitude,70.78
CP01CNSM-SB001-05,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CP01CNSM-SB001-05,Relative Depth,~3m above sea surface
CP01CNSP-SP001-02,depth_port_max,133
CP01CNSP-SP001-02,depth_port_min,0
CP01CNSP-SP001-02,depth_subsite,133
CP01CNSP-SP001-02,First Deployment Date,2014-09
CP01CNSP-SP001-02,latitude,40.14
CP01CNSP-SP001-02,longitude,70.78
CP01CNSP-SP001-02,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP01CNSP-SP001-02,Relative Depth,Sea surface to 2m above bottom
CP01CNSP-SP001-03,depth_port_max,133
CP01CNSP-SP001-03,depth_port_min,0
CP01CNSP-SP001-03,depth_subsite,133
CP01CNSP-SP001-03,First Deployment Date,2014-09
CP01CNSP-SP001-03,latitude,40.14
CP01CNSP-SP001-03,longitude,70.78
CP01CNSP-SP001-03,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP01CNSP-SP001-03,Relative Depth,Sea surface to 2m above bottom
CP01CNSP-SP001-04,depth_port_max,133
CP01CNSP-SP001-04,depth_port_min,0
CP01CNSP-SP001-04,depth_subsite,133
CP01CNSP-SP001-04,First Deployment Date,2014-09
CP01CNSP-SP001-04,latitude,40.14
CP01CNSP-SP001-04,longitude,70.78
CP01CNSP-SP001-04,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP01CNSP-SP001-04,Relative Depth,Sea surface to 2m above bottom
CP01CNSP-SP001-05,depth_port_max,133
CP01CNSP-SP001-05,depth_port_min,0
CP01CNSP-SP001-05,depth_subsite,133
