Textbox8,tbToday,Textbox2
Instrument Catalog (Full Location Detail),Report Generated: 4/28/2014,Total Instruments (723)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

ReferenceDesignator,LSubsite_Description,LSite_Prefix,LSubsite_SiteSuffix,Textbox11,LNode_NodeSequence,LPort_PortNumber,SClass_PublicID,SSeries_PublicID,LSlot_InstrumentSequence,SSubseries_PublicID,SSubseries_Description,MMInstrument_Manufacturer,MMInstrument_PublicID,MMInstrument_Description,First_Deployment_Date,Platform_Agent_Type,Ready_For_2013_,Susceptible_to_Acoustic_Interference,Produces_Acoustic_Interference
CE09OSPM-WF001-04-FLORTK999,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,04,FLORT,K,999,01,FLORT Series K Sub 01,WET Labs,ECO Triplet,"ECO Triplet  (700 nm backscatter, 370/640 nm CDOM, 470/695 Chl)",2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CP01CNSM-RI002-02-OPTAAD999,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),002,02,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-MF004-02-OPTAAD999,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,02,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP03ISSM-RI002-02-OPTAAD999,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,02,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP03ISSM-MF005-04-OPTAAD999,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,04,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSSM-RI002-02-OPTAAD999,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,02,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP04OSSM-MF005-04-OPTAAD999,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,04,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
RS03AXVM-SF03A-3B-OPTAAD301,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,3B,OPTAA,D,301,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE07SHSM-RI003-02-OPTAAD999,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,02,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE07SHSM-MF004-03-OPTAAD999,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,03,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE06ISSM-RI003-03-OPTAAD999,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,03,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSM-MF004-03-OPTAAD999,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,03,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE04OSHY-SF01B-09-OPTAAD105,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,SF (Shallow Profiler Science Float),01B,09,OPTAA,D,105,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-SF01A-3B-OPTAAD101,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,3B,OPTAA,D,101,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSSM-RI003-02-OPTAAD999,Endurance OR Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,02,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE02SHSM-RI003-02-OPTAAD999,Endurance OR Shelf Surface Mooring,02,SHSM,RI (Mooring Riser),003,02,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE02SHBP-LJ01D-08-OPTAAD106,Endurance OR Shelf Benthic Pkg,02,SHBP,LJ (LP Jbox),01D,08,OPTAA,D,106,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE01ISSM-RI003-03-OPTAAD999,Endurance OR Inshore Surface Mooring,01,ISSM,RI (Mooring Riser),003,03,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE01ISSM-MF004-03-OPTAAD999,Endurance OR Inshore Surface Mooring,01,ISSM,MF (Multi-Function Node),004,03,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE09OSSM-RI003-02-OPTAAD999,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,02,OPTAA,D,999,01,OPTAA Series D Sub 01,WET Labs,AC-S,AC-S,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
GA01SUMO-RI003-01-PHSENE999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,01,PHSEN,E,999,01,PHSEN Series E Sub 01,Sunburst,SAMI-pH,SAMI-pH,2015-01,Shore CyberPoP - Global Mooring Server,No,,
GA01SUMO-RI003-02-PHSENE999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,02,PHSEN,E,999,01,PHSEN Series E Sub 01,Sunburst,SAMI-pH,SAMI-pH,2015-01,Shore CyberPoP - Global Mooring Server,No,,
GI01SUMO-RI003-01-PHSENE999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,01,PHSEN,E,999,01,PHSEN Series E Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-09,Shore CyberPoP - Global Mooring Server,No,,
GI01SUMO-RI003-02-PHSENE999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),003,02,PHSEN,E,999,01,PHSEN Series E Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-09,Shore CyberPoP - Global Mooring Server,No,,
GS01SUMO-RI003-01-PHSENE999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,01,PHSEN,E,999,01,PHSEN Series E Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-12,Shore CyberPoP - Global Mooring Server,No,,
GS01SUMO-RI003-02-PHSENE999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),003,02,PHSEN,E,999,01,PHSEN Series E Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-12,Shore CyberPoP - Global Mooring Server,No,,
RS01SLBS-MJ01A-12-VEL3DB101,Slope Base,01,SLBS,MJ (MP Jbox),01A,12,VEL3D,B,101,01,VEL3D Series B Sub 01,Nobska,MAVS-4,MAVS-4,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS01SUM1-LJ01B-12-VEL3DB104,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,12,VEL3D,B,104,01,VEL3D Series B Sub 01,Nobska,MAVS-4,MAVS-4,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03AXBS-MJ03A-12-VEL3DB301,Axial Base,03,AXBS,MJ (MP Jbox),03A,12,VEL3D,B,301,01,VEL3D Series B Sub 01,Nobska,MAVS-4,MAVS-4,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03INT2-MJ03D-12-VEL3DB304,International District 2,03,INT2,MJ (MP Jbox),03D,12,VEL3D,B,304,01,VEL3D Series B Sub 01,Nobska,MAVS-4,MAVS-4,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
GA02HYPM-WF002-05-VEL3DL999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,05,VEL3D,L,999,01,VEL3D Series L Sub 01,Falmouth Scientific,ACM-Plus,ACM-Plus,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,Yes,
GI02HYPM-WF002-05-VEL3DL999,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,05,VEL3D,L,999,01,VEL3D Series L Sub 01,Falmouth Scientific,ACM-Plus,ACM-Plus,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,Yes,
GP02HYPM-WF002-05-VEL3DL999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,05,VEL3D,L,999,01,VEL3D Series L Sub 01,Falmouth Scientific,ACM-Plus,ACM-Plus,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,Yes,
GP02HYPM-WF004-05-VEL3DL999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,05,VEL3D,L,999,01,VEL3D Series L Sub 01,Falmouth Scientific,ACM-Plus,ACM-Plus,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,Yes,
GS02HYPM-WF002-05-VEL3DL999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,05,VEL3D,L,999,01,VEL3D Series L Sub 01,Falmouth Scientific,ACM-Plus,ACM-Plus,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,Yes,
GS02HYPM-WF004-05-VEL3DL999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,05,VEL3D,L,999,01,VEL3D Series L Sub 01,Falmouth Scientific,ACM-Plus,ACM-Plus,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,Yes,
GA02HYPM-WF004-05-VEL3DL999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,05,VEL3D,L,999,01,VEL3D Series L Sub 01,Falmouth Scientific,ACM-Plus,ACM-Plus,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,Yes,
GS01SUMO-SB001-04-FDCHPA999,Southern Ocean Surface Mooring,01,SUMO,SB (Surface Buoy),001,04,FDCHP,A,999,01,FDCHP Series A Sub 01,WHOI,DCFS,DCFS,2014-12,Shore CyberPoP - Global Mooring Server,No,,
GI01SUMO-SB001-04-FDCHPA999,Irminger Sea Surface Mooring,01,SUMO,SB (Surface Buoy),001,04,FDCHP,A,999,01,FDCHP Series A Sub 01,WHOI,DCFS,DCFS,2014-09,Shore CyberPoP - Global Mooring Server,No,,
CE02SHSM-SB001-04-FDCHPA999,Endurance OR Shelf Surface Mooring,02,SHSM,SB (Surface Buoy),001,04,FDCHP,A,999,01,FDCHP Series A Sub 01,WHOI,DCFS,DCFS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,No,,
CP01CNSM-SB001-05-FDCHPA999,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,05,FDCHP,A,999,01,FDCHP Series A Sub 01,WHOI,DCFS,DCFS,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,No,,
GS02HYPM-WF002-01-FLORDL999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,01,FLORD,L,999,01,FLORD Series L Sub 01,WET Labs,FLBBRTD,FLBBRTD,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS02HYPM-WF004-01-FLORDL999,Southern Ocean Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,01,FLORD,L,999,01,FLORD Series L Sub 01,WET Labs,FLBBRTD,FLBBRTD,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA02HYPM-WF002-01-FLORDL999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,01,FLORD,L,999,01,FLORD Series L Sub 01,WET Labs,FLBBRTD,FLBBRTD,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA02HYPM-WF004-01-FLORDL999,Argentine Basin Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,01,FLORD,L,999,01,FLORD Series L Sub 01,WET Labs,FLBBRTD,FLBBRTD,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI02HYPM-WF002-01-FLORDL999,Irminger Sea Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,01,FLORD,L,999,01,FLORD Series L Sub 01,WET Labs,FLBBRTD,FLBBRTD,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP02HYPM-WF002-01-FLORDL999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),002,01,FLORD,L,999,01,FLORD Series L Sub 01,WET Labs,FLBBRTD,FLBBRTD,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP02HYPM-WF004-01-FLORDL999,Station Papa Hybrid Profiler,02,HYPM,WF (Wire-Following Profiler),004,01,FLORD,L,999,01,FLORD Series L Sub 01,WET Labs,FLBBRTD,FLBBRTD,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
RS01SBVM-PC01A-07-CAMDSC102,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,07,CAMDS,C,102,01,CAMDS Series C Sub 01,Kongsberg,Modified OE14-408,Modified OE14-408,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-PC03A-07-CAMDSC302,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,07,CAMDS,C,302,01,CAMDS Series C Sub 01,Kongsberg,Modified OE14-408,Modified OE14-408,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-PC01A-4C-FLORDD103,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,4C,FLORD,D,103,01,FLORD Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-PC03A-4C-FLORDD303,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,4C,FLORD,D,303,01,FLORD Series D Sub 01,WET Labs,ECO Triplet-w,ECO Triplet-w,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SUM1-LJ01B-09-PRESTB102,Southern Hydrate Summit 1,01,SUM1,LJ (LP Jbox),01B,09,PREST,B,102,01,PREST Series B Sub 01,Sea-Bird,SBE 54,SBE 54,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSHY-SF01B-02-VELPTD106,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,SF (Shallow Profiler Science Float),01B,02,VELPT,D,106,01,VELPT Series D Sub 01,Nortek,Aquadopp,Aquadopp,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03AXVM-SF03A-4B-VELPTD302,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,4B,VELPT,D,302,01,VELPT Series D Sub 01,Nortek,Aquadopp,Aquadopp,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS01SBVM-SF01A-4B-VELPTD102,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,4B,VELPT,D,102,01,VELPT Series D Sub 01,Nortek,Aquadopp,Aquadopp,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
CE01ISSP-SP001-10-PARADJ999,Endurance OR Inshore Surface Piercing Profiler Mooring,01,ISSP,SP (Surface-Piercing Profiler),001,10,PARAD,J,999,01,PARAD Series J Subseries 01,WET Labs,ECO PAR,ECO PAR,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSP-SP001-08-PARADJ999,Endurance OR Shelf Surface Piercing Profiler Mooring (cabled),02,SHSP,SP (Surface-Piercing Profiler),001,08,PARAD,J,999,01,PARAD Series J Subseries 01,WET Labs,ECO PAR,ECO PAR,2014-07,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSP-SP001-10-PARADJ999,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,10,PARAD,J,999,01,PARAD Series J Subseries 01,WET Labs,ECO PAR,ECO PAR,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSP-SP001-09-PARADJ999,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,09,PARAD,J,999,01,PARAD Series J Subseries 01,WET Labs,ECO PAR,ECO PAR,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CP01CNSP-SP001-10-PARADJ999,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,10,PARAD,J,999,01,PARAD Series J Subseries 01,WET Labs,ECO PAR,ECO PAR,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP03ISSP-SP001-10-PARADJ999,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,10,PARAD,J,999,01,PARAD Series J Subseries 01,WET Labs,ECO PAR,ECO PAR,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CE01ISSP-SP001-05-VELPTJ999,Endurance OR Inshore Surface Piercing Profiler Mooring,01,ISSP,SP (Surface-Piercing Profiler),001,05,VELPT,J,999,01,VELPT Series J Sub 01,Nortek,Aquadopp HR,Aquadopp HR with symmetric head,2014-10,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE02SHSP-SP001-02-VELPTJ999,Endurance OR Shelf Surface Piercing Profiler Mooring (cabled),02,SHSP,SP (Surface-Piercing Profiler),001,02,VELPT,J,999,01,VELPT Series J Sub 01,Nortek,Aquadopp HR,Aquadopp HR with symmetric head,2014-07,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE06ISSP-SP001-05-VELPTJ999,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,05,VELPT,J,999,01,VELPT Series J Sub 01,Nortek,Aquadopp HR,Aquadopp HR with symmetric head,2014-04,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE07SHSP-SP001-02-VELPTJ999,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,02,VELPT,J,999,01,VELPT Series J Sub 01,Nortek,Aquadopp HR,Aquadopp HR with symmetric head,2014-10,Shore CyberPoP - Coastal Mooring Server,,Yes,
CP01CNSP-SP001-05-VELPTJ999,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,05,VELPT,J,999,01,VELPT Series J Sub 01,Nortek,Aquadopp HR,Aquadopp HR with symmetric head,2014-09,Shore CyberPoP - Coastal Mooring Server,,Yes,
CP03ISSP-SP001-05-VELPTJ999,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,05,VELPT,J,999,01,VELPT Series J Sub 01,Nortek,Aquadopp HR,Aquadopp HR with symmetric head,2014-09,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE01ISSP-SP001-02-DOSTAJ999,Endurance OR Inshore Surface Piercing Profiler Mooring,01,ISSP,SP (Surface-Piercing Profiler),001,02,DOSTA,J,999,01,DOSTA Series J Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSP-SP001-01-DOSTAJ999,Endurance OR Shelf Surface Piercing Profiler Mooring (cabled),02,SHSP,SP (Surface-Piercing Profiler),001,01,DOSTA,J,999,01,DOSTA Series J Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-07,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSP-SP001-02-DOSTAJ999,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,02,DOSTA,J,999,01,DOSTA Series J Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSP-SP001-01-DOSTAJ999,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,01,DOSTA,J,999,01,DOSTA Series J Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CP01CNSP-SP001-06-DOSTAJ999,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,06,DOSTA,J,999,01,DOSTA Series J Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP03ISSP-SP001-06-DOSTAJ999,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,06,DOSTA,J,999,01,DOSTA Series J Sub 01,Aanderaa,Optode 4831,Optode 4831,2014-09,Shore CyberPoP - Coastal Mooring Server,,,

