Textbox8,tbToday
Series Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Class,Series,Series_Name,Attribute,AttributeValue
FLORD,G,FLORD Series G,ClassLongName,Fluorometer_two_wavelength
FLORD,G,FLORD Series G,Comments,
FLORD,G,FLORD Series G,CP Spares,
FLORD,G,FLORD Series G,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,G,FLORD Series G,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,G,FLORD Series G,Global Spares,
FLORD,G,FLORD Series G,Instrument Configuration,
FLORD,G,FLORD Series G,Link to the Specification,
FLORD,G,FLORD Series G,Notes,
FLORD,G,FLORD Series G,PrimaryScienceDiscipline,B
FLORD,G,FLORD Series G,Produces Acoustic Interference,
FLORD,G,FLORD Series G,Ready for 2013?,
FLORD,G,FLORD Series G,RSN O&M Spares,
FLORD,G,FLORD Series G,RSN Part Number,
FLORD,G,FLORD Series G,Susceptible to Acoustic Interference,
FLORD,G,FLORD Series G,"Vendor CLIN, SubCLIN or Model #",
FLORD,L,FLORD Series L,2009 Baseline Price*,"$5,600.00"
FLORD,L,FLORD Series L,2009 Deployed Instrument Count,35
FLORD,L,FLORD Series L,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,L,FLORD Series L,CE Spares,
FLORD,L,FLORD Series L,CGSN MREFC Spares,
FLORD,L,FLORD Series L,CGSN O&M Spares,
FLORD,L,FLORD Series L,CGSN P/N,
FLORD,L,FLORD Series L,ClassLongName,Fluorometer_two_wavelength
FLORD,L,FLORD Series L,Comments,
FLORD,L,FLORD Series L,CP Spares,
FLORD,L,FLORD Series L,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,L,FLORD Series L,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,L,FLORD Series L,Global Spares,
FLORD,L,FLORD Series L,Instrument Configuration,
FLORD,L,FLORD Series L,Link to the Specification,
FLORD,L,FLORD Series L,Notes,
FLORD,L,FLORD Series L,PrimaryScienceDiscipline,B
FLORD,L,FLORD Series L,Produces Acoustic Interference,
FLORD,L,FLORD Series L,Ready for 2013?,
FLORD,L,FLORD Series L,RSN O&M Spares,
FLORD,L,FLORD Series L,RSN Part Number,
FLORD,L,FLORD Series L,Susceptible to Acoustic Interference,
FLORD,L,FLORD Series L,"Vendor CLIN, SubCLIN or Model #",
FLORD,M,FLORD Series M,2009 Baseline Price*,"$5,600.00"
FLORD,M,FLORD Series M,2009 Deployed Instrument Count,35
FLORD,M,FLORD Series M,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,M,FLORD Series M,CE Spares,
FLORD,M,FLORD Series M,CGSN MREFC Spares,
FLORD,M,FLORD Series M,CGSN O&M Spares,
FLORD,M,FLORD Series M,CGSN P/N,
FLORD,M,FLORD Series M,ClassLongName,Fluorometer_two_wavelength
FLORD,M,FLORD Series M,Comments,
FLORD,M,FLORD Series M,CP Spares,
FLORD,M,FLORD Series M,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,M,FLORD Series M,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,M,FLORD Series M,Global Spares,
FLORD,M,FLORD Series M,Instrument Configuration,
FLORD,M,FLORD Series M,Link to the Specification,
FLORD,M,FLORD Series M,Notes,
FLORD,M,FLORD Series M,PrimaryScienceDiscipline,B
FLORD,M,FLORD Series M,Produces Acoustic Interference,
FLORD,M,FLORD Series M,Ready for 2013?,
FLORD,M,FLORD Series M,RSN O&M Spares,
FLORD,M,FLORD Series M,RSN Part Number,
FLORD,M,FLORD Series M,Susceptible to Acoustic Interference,
FLORD,M,FLORD Series M,"Vendor CLIN, SubCLIN or Model #",
FLORD,O,FLORD Series O,2009 Baseline Price*,"$5,600.00"
FLORD,O,FLORD Series O,2009 Deployed Instrument Count,35
FLORD,O,FLORD Series O,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,O,FLORD Series O,CE Spares,
FLORD,O,FLORD Series O,CGSN MREFC Spares,
FLORD,O,FLORD Series O,CGSN O&M Spares,
FLORD,O,FLORD Series O,CGSN P/N,
FLORD,O,FLORD Series O,ClassLongName,Fluorometer_two_wavelength
FLORD,O,FLORD Series O,Comments,
FLORD,O,FLORD Series O,CP Spares,
FLORD,O,FLORD Series O,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,O,FLORD Series O,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,O,FLORD Series O,Global Spares,
FLORD,O,FLORD Series O,Instrument Configuration,
FLORD,O,FLORD Series O,Link to the Specification,
FLORD,O,FLORD Series O,Notes,
FLORD,O,FLORD Series O,PrimaryScienceDiscipline,B
FLORD,O,FLORD Series O,Produces Acoustic Interference,
FLORD,O,FLORD Series O,Ready for 2013?,
FLORD,O,FLORD Series O,RSN O&M Spares,
FLORD,O,FLORD Series O,RSN Part Number,
FLORD,O,FLORD Series O,Susceptible to Acoustic Interference,
FLORD,O,FLORD Series O,"Vendor CLIN, SubCLIN or Model #",
FLORT,A,FLORT Series A,2009 Baseline Price*,"$13,905.00"
FLORT,A,FLORT Series A,2009 Deployed Instrument Count,42
FLORT,A,FLORT Series A,Alternate Instrument Class Name,3-Wavelength Fluorometer
FLORT,A,FLORT Series A,CE Spares,
FLORT,A,FLORT Series A,CGSN MREFC Spares,
FLORT,A,FLORT Series A,CGSN O&M Spares,
FLORT,A,FLORT Series A,CGSN P/N,
FLORT,A,FLORT Series A,ClassLongName,Fluorometer_three_wavelength
FLORT,A,FLORT Series A,Comments,
FLORT,A,FLORT Series A,CP Spares,
FLORT,A,FLORT Series A,Description,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter"
FLORT,A,FLORT Series A,ECRs that changed the count,
FLORT,A,FLORT Series A,Global Spares,
FLORT,A,FLORT Series A,Instrument Configuration,
FLORT,A,FLORT Series A,Link to the Specification,
FLORT,A,FLORT Series A,Notes,
FLORT,A,FLORT Series A,PrimaryScienceDiscipline,B
FLORT,A,FLORT Series A,Produces Acoustic Interference,
FLORT,A,FLORT Series A,Ready for 2013?,
FLORT,A,FLORT Series A,RSN O&M Spares,
FLORT,A,FLORT Series A,RSN Part Number,
FLORT,A,FLORT Series A,Susceptible to Acoustic Interference,
FLORT,A,FLORT Series A,"Vendor CLIN, SubCLIN or Model #",
FLORT,B,FLORT Series B,2009 Baseline Price*,"$13,905.00"
FLORT,B,FLORT Series B,2009 Deployed Instrument Count,42
FLORT,B,FLORT Series B,Alternate Instrument Class Name,3-Wavelength Fluorometer
FLORT,B,FLORT Series B,CE Spares,
FLORT,B,FLORT Series B,CGSN MREFC Spares,
FLORT,B,FLORT Series B,CGSN O&M Spares,
FLORT,B,FLORT Series B,CGSN P/N,
FLORT,B,FLORT Series B,ClassLongName,Fluorometer_three_wavelength
FLORT,B,FLORT Series B,Comments,
FLORT,B,FLORT Series B,CP Spares,
FLORT,B,FLORT Series B,Description,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter"
FLORT,B,FLORT Series B,ECRs that changed the count,
FLORT,B,FLORT Series B,Global Spares,
FLORT,B,FLORT Series B,Instrument Configuration,
FLORT,B,FLORT Series B,Link to the Specification,
FLORT,B,FLORT Series B,Notes,
FLORT,B,FLORT Series B,PrimaryScienceDiscipline,B
FLORT,B,FLORT Series B,Produces Acoustic Interference,
FLORT,B,FLORT Series B,Ready for 2013?,
FLORT,B,FLORT Series B,RSN O&M Spares,
FLORT,B,FLORT Series B,RSN Part Number,
FLORT,B,FLORT Series B,Susceptible to Acoustic Interference,
FLORT,B,FLORT Series B,"Vendor CLIN, SubCLIN or Model #",
FLORT,D,FLORT Series D,2009 Baseline Price*,"$13,905.00"
FLORT,D,FLORT Series D,2009 Deployed Instrument Count,42
FLORT,D,FLORT Series D,Alternate Instrument Class Name,3-Wavelength Fluorometer
FLORT,D,FLORT Series D,CE Spares,
FLORT,D,FLORT Series D,CGSN MREFC Spares,
FLORT,D,FLORT Series D,CGSN O&M Spares,
FLORT,D,FLORT Series D,CGSN P/N,
FLORT,D,FLORT Series D,ClassLongName,Fluorometer_three_wavelength
FLORT,D,FLORT Series D,Comments,
FLORT,D,FLORT Series D,CP Spares,
FLORT,D,FLORT Series D,Description,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter"
FLORT,D,FLORT Series D,ECRs that changed the count,
FLORT,D,FLORT Series D,Global Spares,
FLORT,D,FLORT Series D,Instrument Configuration,
FLORT,D,FLORT Series D,Link to the Specification,
FLORT,D,FLORT Series D,Notes,
FLORT,D,FLORT Series D,PrimaryScienceDiscipline,B
FLORT,D,FLORT Series D,Produces Acoustic Interference,
FLORT,D,FLORT Series D,Ready for 2013?,
FLORT,D,FLORT Series D,RSN O&M Spares,
FLORT,D,FLORT Series D,RSN Part Number,
FLORT,D,FLORT Series D,Susceptible to Acoustic Interference,
FLORT,D,FLORT Series D,"Vendor CLIN, SubCLIN or Model #",
FLORT,J,FLORT Series J,2009 Baseline Price*,"$13,905.00"
FLORT,J,FLORT Series J,2009 Deployed Instrument Count,42
FLORT,J,FLORT Series J,Alternate Instrument Class Name,3-Wavelength Fluorometer
FLORT,J,FLORT Series J,CE Spares,
FLORT,J,FLORT Series J,CGSN MREFC Spares,
FLORT,J,FLORT Series J,CGSN O&M Spares,
FLORT,J,FLORT Series J,CGSN P/N,
FLORT,J,FLORT Series J,ClassLongName,Fluorometer_three_wavelength
FLORT,J,FLORT Series J,Comments,
FLORT,J,FLORT Series J,CP Spares,
FLORT,J,FLORT Series J,Description,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter"
FLORT,J,FLORT Series J,ECRs that changed the count,
FLORT,J,FLORT Series J,Global Spares,
FLORT,J,FLORT Series J,Instrument Configuration,
FLORT,J,FLORT Series J,Link to the Specification,
FLORT,J,FLORT Series J,Notes,
FLORT,J,FLORT Series J,PrimaryScienceDiscipline,B
FLORT,J,FLORT Series J,Produces Acoustic Interference,
FLORT,J,FLORT Series J,Ready for 2013?,
FLORT,J,FLORT Series J,RSN O&M Spares,
FLORT,J,FLORT Series J,RSN Part Number,
FLORT,J,FLORT Series J,Susceptible to Acoustic Interference,
FLORT,J,FLORT Series J,"Vendor CLIN, SubCLIN or Model #",
FLORT,K,FLORT Series K,2009 Baseline Price*,"$13,905.00"
FLORT,K,FLORT Series K,2009 Deployed Instrument Count,42
FLORT,K,FLORT Series K,Alternate Instrument Class Name,3-Wavelength Fluorometer
FLORT,K,FLORT Series K,CE Spares,
FLORT,K,FLORT Series K,CGSN MREFC Spares,
FLORT,K,FLORT Series K,CGSN O&M Spares,
FLORT,K,FLORT Series K,CGSN P/N,
FLORT,K,FLORT Series K,ClassLongName,Fluorometer_three_wavelength
FLORT,K,FLORT Series K,Comments,
FLORT,K,FLORT Series K,CP Spares,
FLORT,K,FLORT Series K,Description,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter"
FLORT,K,FLORT Series K,ECRs that changed the count,
FLORT,K,FLORT Series K,Global Spares,
FLORT,K,FLORT Series K,Instrument Configuration,
FLORT,K,FLORT Series K,Link to the Specification,
FLORT,K,FLORT Series K,Notes,
FLORT,K,FLORT Series K,PrimaryScienceDiscipline,B
FLORT,K,FLORT Series K,Produces Acoustic Interference,
FLORT,K,FLORT Series K,Ready for 2013?,
FLORT,K,FLORT Series K,RSN O&M Spares,
FLORT,K,FLORT Series K,RSN Part Number,
FLORT,K,FLORT Series K,Susceptible to Acoustic Interference,
FLORT,K,FLORT Series K,"Vendor CLIN, SubCLIN or Model #",
FLORT,M,FLORT Series M,2009 Baseline Price*,"$13,905.00"
FLORT,M,FLORT Series M,2009 Deployed Instrument Count,42
FLORT,M,FLORT Series M,Alternate Instrument Class Name,3-Wavelength Fluorometer
FLORT,M,FLORT Series M,CE Spares,
FLORT,M,FLORT Series M,CGSN MREFC Spares,
FLORT,M,FLORT Series M,CGSN O&M Spares,
FLORT,M,FLORT Series M,CGSN P/N,
FLORT,M,FLORT Series M,ClassLongName,Fluorometer_three_wavelength
FLORT,M,FLORT Series M,Comments,
FLORT,M,FLORT Series M,CP Spares,
FLORT,M,FLORT Series M,Description,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter"
FLORT,M,FLORT Series M,ECRs that changed the count,
FLORT,M,FLORT Series M,Global Spares,
FLORT,M,FLORT Series M,Instrument Configuration,
FLORT,M,FLORT Series M,Link to the Specification,
FLORT,M,FLORT Series M,Notes,
FLORT,M,FLORT Series M,PrimaryScienceDiscipline,B
FLORT,M,FLORT Series M,Produces Acoustic Interference,
FLORT,M,FLORT Series M,Ready for 2013?,
FLORT,M,FLORT Series M,RSN O&M Spares,
FLORT,M,FLORT Series M,RSN Part Number,
FLORT,M,FLORT Series M,Susceptible to Acoustic Interference,
FLORT,M,FLORT Series M,"Vendor CLIN, SubCLIN or Model #",
FLORT,N,FLORT Series N,2009 Baseline Price*,"$13,905.00"
FLORT,N,FLORT Series N,2009 Deployed Instrument Count,42
FLORT,N,FLORT Series N,Alternate Instrument Class Name,3-Wavelength Fluorometer
FLORT,N,FLORT Series N,CE Spares,
FLORT,N,FLORT Series N,CGSN MREFC Spares,
FLORT,N,FLORT Series N,CGSN O&M Spares,
FLORT,N,FLORT Series N,CGSN P/N,
FLORT,N,FLORT Series N,ClassLongName,Fluorometer_three_wavelength
FLORT,N,FLORT Series N,Comments,
FLORT,N,FLORT Series N,CP Spares,
FLORT,N,FLORT Series N,Description,"3-Wavelength Fluorometer for measurement of fluorescence, Chl-a, CDOM, optical backscatter"
FLORT,N,FLORT Series N,ECRs that changed the count,
FLORT,N,FLORT Series N,Global Spares,
FLORT,N,FLORT Series N,Instrument Configuration,
FLORT,N,FLORT Series N,Link to the Specification,
FLORT,N,FLORT Series N,Notes,
FLORT,N,FLORT Series N,PrimaryScienceDiscipline,B
FLORT,N,FLORT Series N,Produces Acoustic Interference,
FLORT,N,FLORT Series N,Ready for 2013?,
FLORT,N,FLORT Series N,RSN O&M Spares,
FLORT,N,FLORT Series N,RSN Part Number,
FLORT,N,FLORT Series N,Susceptible to Acoustic Interference,
FLORT,N,FLORT Series N,"Vendor CLIN, SubCLIN or Model #",
HPIES,A,HPIES Series A,2009 Baseline Price*,
HPIES,A,HPIES Series A,2009 Deployed Instrument Count,2
HPIES,A,HPIES Series A,Alternate Instrument Class Name,"Horizontal Electric Field, Pressure and Inverted Echo Sounder"
HPIES,A,HPIES Series A,CE Spares,
HPIES,A,HPIES Series A,CGSN MREFC Spares,
HPIES,A,HPIES Series A,CGSN O&M Spares,
HPIES,A,HPIES Series A,CGSN P/N,
HPIES,A,HPIES Series A,ClassLongName,IES_pressure_velocity
HPIES,A,HPIES Series A,Comments,
HPIES,A,HPIES Series A,CP Spares,
HPIES,A,HPIES Series A,Description,"Horizontal electric field, pressure, inverted echo sounder for: water column integration of velocity, acoustic travel time, pressure, water column structure"
HPIES,A,HPIES Series A,ECRs that changed the count,
HPIES,A,HPIES Series A,Global Spares,
HPIES,A,HPIES Series A,Instrument Configuration,
HPIES,A,HPIES Series A,Link to the Specification,
HPIES,A,HPIES Series A,Notes,
HPIES,A,HPIES Series A,PrimaryScienceDiscipline,P
HPIES,A,HPIES Series A,Produces Acoustic Interference,
HPIES,A,HPIES Series A,Ready for 2013?,
HPIES,A,HPIES Series A,RSN O&M Spares,
HPIES,A,HPIES Series A,RSN Part Number,
HPIES,A,HPIES Series A,Susceptible to Acoustic Interference,
HPIES,A,HPIES Series A,"Vendor CLIN, SubCLIN or Model #",
HYDBB,A,HYDBB Series A,2009 Baseline Price*,"$100,092.00"
HYDBB,A,HYDBB Series A,2009 Deployed Instrument Count,6
HYDBB,A,HYDBB Series A,Alternate Instrument Class Name,Broadband Acoustic Receiver (Hydrophone)
HYDBB,A,HYDBB Series A,CE Spares,
HYDBB,A,HYDBB Series A,CGSN MREFC Spares,
HYDBB,A,HYDBB Series A,CGSN O&M Spares,
HYDBB,A,HYDBB Series A,CGSN P/N,
HYDBB,A,HYDBB Series A,ClassLongName,Hydrophone_BB_passive
HYDBB,A,HYDBB Series A,Comments,
HYDBB,A,HYDBB Series A,CP Spares,
HYDBB,A,HYDBB Series A,Description,"Broadband (Passive) Acoustic Receiver in the water column to measure acoustic signal ofmarine mammals, fish, wind, and rain"
HYDBB,A,HYDBB Series A,ECRs that changed the count,
HYDBB,A,HYDBB Series A,Global Spares,
HYDBB,A,HYDBB Series A,Instrument Configuration,
HYDBB,A,HYDBB Series A,Link to the Specification,
HYDBB,A,HYDBB Series A,Notes,
HYDBB,A,HYDBB Series A,PrimaryScienceDiscipline,P
HYDBB,A,HYDBB Series A,Produces Acoustic Interference,
HYDBB,A,HYDBB Series A,Ready for 2013?,
HYDBB,A,HYDBB Series A,RSN O&M Spares,
HYDBB,A,HYDBB Series A,RSN Part Number,
HYDBB,A,HYDBB Series A,Susceptible to Acoustic Interference,Yes
HYDBB,A,HYDBB Series A,"Vendor CLIN, SubCLIN or Model #",
HYDLF,A,HYDLF Series A,2009 Baseline Price*,
HYDLF,A,HYDLF Series A,2009 Deployed Instrument Count,9
HYDLF,A,HYDLF Series A,Alternate Instrument Class Name,Low Frequency Broadband Acoustic Receiver (Hydrophone) on Seafloor
HYDLF,A,HYDLF Series A,CE Spares,
HYDLF,A,HYDLF Series A,CGSN MREFC Spares,
HYDLF,A,HYDLF Series A,CGSN O&M Spares,
HYDLF,A,HYDLF Series A,CGSN P/N,
HYDLF,A,HYDLF Series A,ClassLongName,Hydrophone_LF_passive
HYDLF,A,HYDLF Series A,Comments,
HYDLF,A,HYDLF Series A,CP Spares,
HYDLF,A,HYDLF Series A,Description,"Broadband (Passive) Acoustic Receiver to measure acoustic signal of wind, rain, and seismic t-phases"
HYDLF,A,HYDLF Series A,ECRs that changed the count,
HYDLF,A,HYDLF Series A,Global Spares,
HYDLF,A,HYDLF Series A,Instrument Configuration,
HYDLF,A,HYDLF Series A,Link to the Specification,
HYDLF,A,HYDLF Series A,Notes,
HYDLF,A,HYDLF Series A,PrimaryScienceDiscipline,P
HYDLF,A,HYDLF Series A,Produces Acoustic Interference,
HYDLF,A,HYDLF Series A,Ready for 2013?,
HYDLF,A,HYDLF Series A,RSN O&M Spares,
HYDLF,A,HYDLF Series A,RSN Part Number,
HYDLF,A,HYDLF Series A,Susceptible to Acoustic Interference,Yes
HYDLF,A,HYDLF Series A,"Vendor CLIN, SubCLIN or Model #",
MASSP,A,MASSP Series A,2009 Baseline Price*,
MASSP,A,MASSP Series A,2009 Deployed Instrument Count,2
MASSP,A,MASSP Series A,Alternate Instrument Class Name,Mass Spectrometer
MASSP,A,MASSP Series A,CE Spares,
MASSP,A,MASSP Series A,CGSN MREFC Spares,
MASSP,A,MASSP Series A,CGSN O&M Spares,
MASSP,A,MASSP Series A,CGSN P/N,
MASSP,A,MASSP Series A,ClassLongName,mass_spectrometer
MASSP,A,MASSP Series A,Comments,
MASSP,A,MASSP Series A,CP Spares,
MASSP,A,MASSP Series A,Description,Mass Spectrometer for dissolved gases in hydrothermal and seep fluids
MASSP,A,MASSP Series A,ECRs that changed the count,
MASSP,A,MASSP Series A,Global Spares,
MASSP,A,MASSP Series A,Instrument Configuration,
MASSP,A,MASSP Series A,Link to the Specification,
MASSP,A,MASSP Series A,Notes,
MASSP,A,MASSP Series A,PrimaryScienceDiscipline,C
MASSP,A,MASSP Series A,Produces Acoustic Interference,
MASSP,A,MASSP Series A,Ready for 2013?,Maybe.
MASSP,A,MASSP Series A,RSN O&M Spares,
MASSP,A,MASSP Series A,RSN Part Number,
MASSP,A,MASSP Series A,Susceptible to Acoustic Interference,
MASSP,A,MASSP Series A,"Vendor CLIN, SubCLIN or Model #",
METBK,A,METBK Series A,2009 Baseline Price*,"$51,716.00"
METBK,A,METBK Series A,2009 Deployed Instrument Count,18
METBK,A,METBK Series A,Alternate Instrument Class Name,Bulk Meteorology Instrument Package
METBK,A,METBK Series A,CE Spares,
METBK,A,METBK Series A,CGSN MREFC Spares,
METBK,A,METBK Series A,CGSN O&M Spares,
METBK,A,METBK Series A,CGSN P/N,
METBK,A,METBK Series A,ClassLongName,Meteorology_bulk
METBK,A,METBK Series A,Comments,
METBK,A,METBK Series A,CP Spares,
METBK,A,METBK Series A,Description,"Measures surface meteorology and provides the data required to compute air-sea fluxes of heat, freshwater, and momentum"
METBK,A,METBK Series A,ECRs that changed the count,1303-00794
METBK,A,METBK Series A,Global Spares,
METBK,A,METBK Series A,Instrument Configuration,
METBK,A,METBK Series A,Link to the Specification,
METBK,A,METBK Series A,Notes,
METBK,A,METBK Series A,PrimaryScienceDiscipline,P
METBK,A,METBK Series A,Produces Acoustic Interference,
METBK,A,METBK Series A,Ready for 2013?,
METBK,A,METBK Series A,RSN O&M Spares,
METBK,A,METBK Series A,RSN Part Number,
METBK,A,METBK Series A,Susceptible to Acoustic Interference,
METBK,A,METBK Series A,"Vendor CLIN, SubCLIN or Model #",
NUTNR,A,NUTNR Series A,2009 Baseline Price*,"$30,990.00"
NUTNR,A,NUTNR Series A,2009 Deployed Instrument Count,22
NUTNR,A,NUTNR Series A,Alternate Instrument Class Name,Nitrate
NUTNR,A,NUTNR Series A,CE Spares,
NUTNR,A,NUTNR Series A,CGSN MREFC Spares,
NUTNR,A,NUTNR Series A,CGSN O&M Spares,
NUTNR,A,NUTNR Series A,CGSN P/N,
NUTNR,A,NUTNR Series A,ClassLongName,nutrient_Nitrate
NUTNR,A,NUTNR Series A,Comments,
NUTNR,A,NUTNR Series A,CP Spares,
NUTNR,A,NUTNR Series A,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,A,NUTNR Series A,ECRs that changed the count,ECR 1303-00511
NUTNR,A,NUTNR Series A,Global Spares,
NUTNR,A,NUTNR Series A,Instrument Configuration,
NUTNR,A,NUTNR Series A,Link to the Specification,
NUTNR,A,NUTNR Series A,Notes,
NUTNR,A,NUTNR Series A,PrimaryScienceDiscipline,C
NUTNR,A,NUTNR Series A,Produces Acoustic Interference,
NUTNR,A,NUTNR Series A,Ready for 2013?,
NUTNR,A,NUTNR Series A,RSN O&M Spares,
NUTNR,A,NUTNR Series A,RSN Part Number,
NUTNR,A,NUTNR Series A,Susceptible to Acoustic Interference,
NUTNR,A,NUTNR Series A,"Vendor CLIN, SubCLIN or Model #",
NUTNR,B,NUTNR Series B,2009 Baseline Price*,"$30,990.00"
NUTNR,B,NUTNR Series B,2009 Deployed Instrument Count,22
NUTNR,B,NUTNR Series B,Alternate Instrument Class Name,Nitrate
NUTNR,B,NUTNR Series B,CE Spares,
NUTNR,B,NUTNR Series B,CGSN MREFC Spares,
NUTNR,B,NUTNR Series B,CGSN O&M Spares,
NUTNR,B,NUTNR Series B,CGSN P/N,
NUTNR,B,NUTNR Series B,ClassLongName,nutrient_Nitrate
NUTNR,B,NUTNR Series B,Comments,
NUTNR,B,NUTNR Series B,CP Spares,
NUTNR,B,NUTNR Series B,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,B,NUTNR Series B,ECRs that changed the count,ECR 1303-00511
NUTNR,B,NUTNR Series B,Global Spares,
NUTNR,B,NUTNR Series B,Instrument Configuration,
NUTNR,B,NUTNR Series B,Link to the Specification,
NUTNR,B,NUTNR Series B,Notes,
NUTNR,B,NUTNR Series B,PrimaryScienceDiscipline,C
NUTNR,B,NUTNR Series B,Produces Acoustic Interference,
NUTNR,B,NUTNR Series B,Ready for 2013?,
NUTNR,B,NUTNR Series B,RSN O&M Spares,
NUTNR,B,NUTNR Series B,RSN Part Number,
NUTNR,B,NUTNR Series B,Susceptible to Acoustic Interference,
NUTNR,B,NUTNR Series B,"Vendor CLIN, SubCLIN or Model #",
NUTNR,J,NUTNR Series J,2009 Baseline Price*,"$30,990.00"
NUTNR,J,NUTNR Series J,2009 Deployed Instrument Count,22
NUTNR,J,NUTNR Series J,Alternate Instrument Class Name,Nitrate
NUTNR,J,NUTNR Series J,CE Spares,
NUTNR,J,NUTNR Series J,CGSN MREFC Spares,
NUTNR,J,NUTNR Series J,CGSN O&M Spares,
NUTNR,J,NUTNR Series J,CGSN P/N,
NUTNR,J,NUTNR Series J,ClassLongName,nutrient_Nitrate
NUTNR,J,NUTNR Series J,Comments,
NUTNR,J,NUTNR Series J,CP Spares,
NUTNR,J,NUTNR Series J,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,J,NUTNR Series J,ECRs that changed the count,ECR 1303-00511
NUTNR,J,NUTNR Series J,Global Spares,
NUTNR,J,NUTNR Series J,Instrument Configuration,
NUTNR,J,NUTNR Series J,Link to the Specification,
NUTNR,J,NUTNR Series J,Notes,
NUTNR,J,NUTNR Series J,PrimaryScienceDiscipline,C
NUTNR,J,NUTNR Series J,Produces Acoustic Interference,
NUTNR,J,NUTNR Series J,Ready for 2013?,
NUTNR,J,NUTNR Series J,RSN O&M Spares,
NUTNR,J,NUTNR Series J,RSN Part Number,
NUTNR,J,NUTNR Series J,Susceptible to Acoustic Interference,
NUTNR,J,NUTNR Series J,"Vendor CLIN, SubCLIN or Model #",
NUTNR,N,NUTNR Series N,2009 Baseline Price*,"$30,990.00"
NUTNR,N,NUTNR Series N,2009 Deployed Instrument Count,22
NUTNR,N,NUTNR Series N,Alternate Instrument Class Name,Nitrate
NUTNR,N,NUTNR Series N,CE Spares,
NUTNR,N,NUTNR Series N,CGSN MREFC Spares,
NUTNR,N,NUTNR Series N,CGSN O&M Spares,
NUTNR,N,NUTNR Series N,CGSN P/N,
NUTNR,N,NUTNR Series N,ClassLongName,nutrient_Nitrate
NUTNR,N,NUTNR Series N,Comments,
NUTNR,N,NUTNR Series N,CP Spares,
NUTNR,N,NUTNR Series N,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,N,NUTNR Series N,ECRs that changed the count,ECR 1303-00511
NUTNR,N,NUTNR Series N,Global Spares,
NUTNR,N,NUTNR Series N,Instrument Configuration,
NUTNR,N,NUTNR Series N,Link to the Specification,
NUTNR,N,NUTNR Series N,Notes,
NUTNR,N,NUTNR Series N,PrimaryScienceDiscipline,C
NUTNR,N,NUTNR Series N,Produces Acoustic Interference,
NUTNR,N,NUTNR Series N,Ready for 2013?,
NUTNR,N,NUTNR Series N,RSN O&M Spares,
NUTNR,N,NUTNR Series N,RSN Part Number,
NUTNR,N,NUTNR Series N,Susceptible to Acoustic Interference,
NUTNR,N,NUTNR Series N,"Vendor CLIN, SubCLIN or Model #",
NUTNR,O,NUTNR Series O,2009 Baseline Price*,"$30,990.00"
NUTNR,O,NUTNR Series O,2009 Deployed Instrument Count,22
NUTNR,O,NUTNR Series O,Alternate Instrument Class Name,Nitrate
NUTNR,O,NUTNR Series O,CE Spares,
NUTNR,O,NUTNR Series O,CGSN MREFC Spares,
NUTNR,O,NUTNR Series O,CGSN O&M Spares,
NUTNR,O,NUTNR Series O,CGSN P/N,
NUTNR,O,NUTNR Series O,ClassLongName,nutrient_Nitrate
NUTNR,O,NUTNR Series O,Comments,
NUTNR,O,NUTNR Series O,CP Spares,
NUTNR,O,NUTNR Series O,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,O,NUTNR Series O,ECRs that changed the count,ECR 1303-00511
NUTNR,O,NUTNR Series O,Global Spares,
NUTNR,O,NUTNR Series O,Instrument Configuration,
NUTNR,O,NUTNR Series O,Link to the Specification,
NUTNR,O,NUTNR Series O,Notes,
NUTNR,O,NUTNR Series O,PrimaryScienceDiscipline,C
